phase_detector: pfd
fo(VCO_freq_in_Hz): 1.200000e+10
VCO_clock_dutycycle: 0.4000
tauff(sec): 1.0000e-11
tauh(sec): 1.0000e-11
taucp_min(sec): 1.0000e-12
pfd_deadzone(UI): 0.0000
fin(input_freq_in_Hz): 1.000000e+08
feedback_divider: 120
feedback_divider_delay(sec): 0.0000e+00
feedback_divider_clock_duty_cycle: 0.1000
jitter_amp(UIpp): 0.00 UI
Jitter_freqs(Hz): 0.0000e+00
phase0(degrees): 0.00
TSTART(sec): 0.000000e+00
TSTART_jt(sec): 2.000000e-06
TSTOP(sec): 2.000000e-06
deltat(sec): 1.000000e-13
lock_detect_tau(sec): 1.000000e-07
lock_detect_delta_vc_limit(%): 1.000000e-01
lock_detect_rphase_pp_limit(UIpp): 1.500000e-01
lock_detect_rphase_pp_loss_lock_limit(UIpp): 3.000000e-01
number_of_print_points: 5001
phase_freq_step_time(sec): 1.000000e+00
phase_step(sec): 0.0000e+00
freq_step(ppm): 0.0000e+00
ssc_start_time(sec): 1.000000e+00
max_pos_ssc(ppm): 0.00
max_neg_ssc(ppm): 0.00
freq_ssc(Hz): 0.0000e+00
phase_detector_logic_hi(V): 600.000
phase_detector_logic_low(V): -600.000
signal_source_vs1(V): 0.000
signal_source_vs2(V): 0.000
vc_model: poly
vc_polynomial_coeff.(Hz/V): -3.698400e-02,8.702100e-02
vco_bandwidth(Hz): 4.0000e+07
power_supply_max(V): 0.8500
power_supply_min(V): 0.0000
random_noise_sigma(UI_on_fin): 0.0000
RS1(ohms): 1.0000e+12
RS2(ohms): 1.0000e+12
R1(ohms): 1.0000e+06
RZERO(ohms): 1.2000e+04
R3(ohms): 1.0000e+00
C1(farads): 2.4070e-11
C2(farads): 3.6000e-13
initvc(V): 0.2000
Output_base_filename "sample_octave_output_file_v1p76"
Time(s),vpd(V),vs1(V),vs2(V),vc1(V),vc(V),phasein(UI),phaseo(UI),phaseo_delayed(UI),rphase(UI),vc2(V),VIN,CLK,VCO_CLK,CLKIN,freq (ppm from fin),VOUT
1.637999999774e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244088907424e-01,4.244392086043e-01,0.000000000000e+00,-1.169964070868e-04,-1.169964070868e-04,-1.169964070584e-04,4.244392111313e-01,0,0,0,0,-4.075714312747e+01,0
1.638399999774e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244089308083e-01,4.244365289857e-01,0.000000000000e+00,-1.186426336801e-04,-1.186426336801e-04,-1.186426336517e-04,4.244365312861e-01,0,0,0,0,-4.154511374743e+01,0
1.638799999773e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244089672795e-01,4.244340896997e-01,0.000000000000e+00,-1.203192869639e-04,-1.203192869639e-04,-1.203192869355e-04,4.244340917937e-01,0,0,0,0,-4.227899188537e+01,0
1.639199999773e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244090004782e-01,4.244318691910e-01,0.000000000000e+00,-1.220242696149e-04,-1.220242696149e-04,-1.220242696149e-04,4.244318710971e-01,0,0,1,0,-4.296204329868e+01,0
1.639599999773e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244090306981e-01,4.244298478373e-01,0.000000000000e+00,-1.237556087972e-04,-1.237556087972e-04,-1.237556087688e-04,4.244298495726e-01,0,0,1,0,-4.359739250888e+01,0
1.639999999773e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244090582063e-01,4.244280077768e-01,0.000000000000e+00,-1.255114578953e-04,-1.255114578953e-04,-1.255114578669e-04,4.244280093564e-01,0,0,0,0,-4.418802096234e+01,0
1.640399999773e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244116588626e-01,4.262525520931e-01,0.000000000000e+00,-1.269790741958e-04,-1.269790741958e-04,-1.269790741958e-04,4.262527055014e-01,0,1,0,1,-2.924930031852e+01,0
1.640799999772e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244140920999e-01,4.260898759083e-01,0.000000000000e+00,-1.278898258477e-04,-1.278898258477e-04,-1.278898258477e-04,4.260900155574e-01,0,1,0,1,-1.673193172460e+01,0
1.641199999772e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244163070999e-01,4.259417900802e-01,0.000000000000e+00,-1.283509004963e-04,-1.283509004963e-04,-1.283509004679e-04,4.259419172042e-01,0,0,1,1,-6.703113662618e+00,0
1.641599999772e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244183234362e-01,4.258069860060e-01,0.000000000000e+00,-1.284546077613e-04,-1.284546077613e-04,-1.284546077329e-04,4.258071017283e-01,0,0,1,1,1.190986945912e+00,0
1.641999999772e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244201589268e-01,4.256842724508e-01,0.000000000000e+00,-1.282800084539e-04,-1.282800084539e-04,-1.282800084539e-04,4.256843777940e-01,0,0,0,1,7.259973633676e+00,0
1.642399999771e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244218297918e-01,4.255725650210e-01,0.000000000000e+00,-1.278945753711e-04,-1.278945753711e-04,-1.278945753711e-04,4.255726609161e-01,0,0,0,1,1.177438231648e+01,0
1.642799999771e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244233507962e-01,4.254708765820e-01,0.000000000000e+00,-1.273556630963e-04,-1.273556630963e-04,-1.273556630679e-04,4.254709638762e-01,0,0,0,1,1.497026595874e+01,0
1.643199999771e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244247353811e-01,4.253783085346e-01,0.000000000000e+00,-1.267118064447e-04,-1.267118064447e-04,-1.267118064447e-04,4.253783879995e-01,0,0,1,1,1.705326468190e+01,0
1.643599999771e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244259957819e-01,4.252940428749e-01,0.000000000000e+00,-1.260038618511e-04,-1.260038618511e-04,-1.260038618511e-04,4.252941152127e-01,0,0,1,1,1.820221734883e+01,0
1.643999999770e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244271431365e-01,4.252173349653e-01,0.000000000000e+00,-1.252660205182e-04,-1.252660205182e-04,-1.252660205182e-04,4.252174008150e-01,0,0,0,1,1.857236469167e+01,0
1.644399999770e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244281875841e-01,4.251475069542e-01,0.000000000000e+00,-1.245266908256e-04,-1.245266908256e-04,-1.245266907688e-04,4.251475668979e-01,0,0,0,1,1.829818869949e+01,0
1.644799999770e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244291383543e-01,4.250839417865e-01,0.000000000000e+00,-1.238092199287e-04,-1.238092199287e-04,-1.238092199003e-04,4.250839963539e-01,0,0,0,1,1.749592820842e+01,0
1.645199999770e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244300038491e-01,4.250260777505e-01,0.000000000000e+00,-1.231327052267e-04,-1.231327052267e-04,-1.231327051983e-04,4.250261274238e-01,0,0,1,0,1.626580633936e+01,0
1.645599999769e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244307917166e-01,4.249734035141e-01,0.000000000000e+00,-1.225124922257e-04,-1.225124922257e-04,-1.225124922257e-04,4.249734487322e-01,0,0,1,0,1.469400161347e+01,0
1.645999999769e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244315089194e-01,4.249254536062e-01,0.000000000000e+00,-1.219607335088e-04,-1.219607335088e-04,-1.219607334804e-04,4.249254947688e-01,0,0,0,0,1.285439114176e+01,0
1.646399999769e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244321617952e-01,4.248818043040e-01,0.000000000000e+00,-1.214868462398e-04,-1.214868462398e-04,-1.214868462114e-04,4.248818417747e-01,0,0,0,0,1.081009122180e+01,0
1.646799999769e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244327561136e-01,4.248420698879e-01,0.000000000000e+00,-1.210979146720e-04,-1.210979146720e-04,-1.210979146435e-04,4.248421039979e-01,0,0,0,0,8.614817935661e+00,0
1.647199999768e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244332971264e-01,4.248058992335e-01,0.000000000000e+00,-1.207990414969e-04,-1.207990414969e-04,-1.207990414969e-04,4.248059302841e-01,0,0,1,0,6.314087891653e+00,0
1.647599999768e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244337896148e-01,4.247729727084e-01,0.000000000000e+00,-1.205936556801e-04,-1.205936556801e-04,-1.205936556801e-04,4.247730009741e-01,0,0,1,0,3.946277068269e+00,0
1.647999999768e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244342379308e-01,4.247429993481e-01,0.000000000000e+00,-1.204837786304e-04,-1.204837786304e-04,-1.204837786020e-04,4.247430250786e-01,0,0,0,0,1.543553755534e+00,0
1.648399999768e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244346460362e-01,4.247157142844e-01,0.000000000000e+00,-1.204702538757e-04,-1.204702538757e-04,-1.204702538757e-04,4.247157377072e-01,0,0,0,0,-8.673001552495e-01,0
1.648799999767e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244350175375e-01,4.246908764053e-01,0.000000000000e+00,-1.205529501647e-04,-1.205529501647e-04,-1.205529501647e-04,4.246908977273e-01,0,0,0,0,-3.264166840392e+00,0
1.649199999767e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244353557177e-01,4.246682662237e-01,0.000000000000e+00,-1.207309342419e-04,-1.207309342419e-04,-1.207309342419e-04,4.246682856333e-01,0,0,1,0,-5.628957883162e+00,0
1.649599999767e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244356635653e-01,4.246476839384e-01,0.000000000000e+00,-1.210026194087e-04,-1.210026194087e-04,-1.210026193803e-04,4.246477016072e-01,0,0,1,0,-7.947057220882e+00,0
1.649999999767e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244359438009e-01,4.246289476682e-01,0.000000000000e+00,-1.213658966890e-04,-1.213658966890e-04,-1.213658966890e-04,4.246289637523e-01,0,0,0,0,-1.020683277338e+01,0
1.650399999766e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244387745169e-01,4.264381105781e-01,0.000000000000e+00,-1.215072326772e-04,-1.215072326772e-04,-1.215072326772e-04,4.264382771899e-01,0,1,0,1,3.088252456214e+00,0
1.650799999766e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244414171798e-01,4.262614331485e-01,0.000000000000e+00,-1.211567760606e-04,-1.211567760606e-04,-1.211567760606e-04,4.262615848169e-01,0,1,0,1,1.399709244706e+01,0
1.651199999766e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244438228221e-01,4.261006018413e-01,0.000000000000e+00,-1.204201514611e-04,-1.204201514611e-04,-1.204201514327e-04,4.261007399067e-01,0,0,1,1,2.246008179944e+01,0
1.651599999766e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244460127021e-01,4.259541954246e-01,0.000000000000e+00,-1.193878392201e-04,-1.193878392201e-04,-1.193878391916e-04,4.259543211070e-01,0,0,1,1,2.883693814776e+01,0
1.651999999765e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244480061713e-01,4.258209201361e-01,0.000000000000e+00,-1.181368619712e-04,-1.181368619712e-04,-1.181368619427e-04,4.258210345461e-01,0,0,0,1,3.344169269431e+01,0
1.652399999765e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244498208458e-01,4.256995982505e-01,0.000000000000e+00,-1.167325050915e-04,-1.167325050915e-04,-1.167325050915e-04,4.256997023991e-01,0,0,0,1,3.654807166775e+01,0
1.652799999765e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244514727617e-01,4.255891576721e-01,0.000000000000e+00,-1.152298296461e-04,-1.152298296461e-04,-1.152298296176e-04,4.255892524796e-01,0,0,0,1,3.839427232977e+01,0
1.653199999765e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244529765165e-01,4.254886224610e-01,0.000000000000e+00,-1.136750065314e-04,-1.136750065314e-04,-1.136750065029e-04,4.254887087653e-01,0,0,1,1,3.918719957813e+01,0
1.653599999764e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244543453990e-01,4.253971042091e-01,0.000000000000e+00,-1.121064786958e-04,-1.121064786958e-04,-1.121064786958e-04,4.253971827728e-01,0,0,1,1,3.910622213837e+01,0
1.653999999764e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244555915056e-01,4.253137941891e-01,0.000000000000e+00,-1.105560599513e-04,-1.105560599513e-04,-1.105560599513e-04,4.253138657065e-01,0,0,0,1,3.830650104684e+01,0
1.654399999764e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244567258482e-01,4.252379562082e-01,0.000000000000e+00,-1.090497371194e-04,-1.090497371194e-04,-1.090497370910e-04,4.252380213112e-01,0,0,0,1,3.692193746545e+01,0
1.654799999764e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244577584507e-01,4.251689201024e-01,0.000000000000e+00,-1.076085421801e-04,-1.076085421801e-04,-1.076085421516e-04,4.251689793664e-01,0,0,0,1,3.506778182881e+01,0
1.655199999764e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244586984383e-01,4.251060758144e-01,0.000000000000e+00,-1.062492302140e-04,-1.062492302140e-04,-1.062492302140e-04,4.251061297630e-01,0,0,1,0,3.284294180321e+01,0
1.655599999763e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244595541174e-01,4.250488680026e-01,0.000000000000e+00,-1.049848917489e-04,-1.049848917489e-04,-1.049848917489e-04,4.250489171125e-01,0,0,1,0,3.033202249278e+01,0
1.655999999763e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244603330498e-01,4.249967911339e-01,0.000000000000e+00,-1.038254902141e-04,-1.038254902141e-04,-1.038254901857e-04,4.249968358392e-01,0,0,0,0,2.760712872375e+01,0
1.656399999763e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244610421187e-01,4.249493850162e-01,0.000000000000e+00,-1.027783265215e-04,-1.027783265215e-04,-1.027783265215e-04,4.249494257119e-01,0,0,0,0,2.472945599299e+01,0
1.656799999763e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244616875902e-01,4.249062307317e-01,0.000000000000e+00,-1.018484493613e-04,-1.018484493613e-04,-1.018484493613e-04,4.249062677775e-01,0,0,0,0,2.175069379458e+01,0
1.657199999762e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244622751684e-01,4.248669469355e-01,0.000000000000e+00,-1.010390069780e-04,-1.010390069780e-04,-1.010390069780e-04,4.248669806586e-01,0,0,1,0,1.871426244540e+01,0
1.657599999762e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244628100456e-01,4.248311864850e-01,0.000000000000e+00,-1.003515604907e-04,-1.003515604907e-04,-1.003515604623e-04,4.248312171835e-01,0,0,1,0,1.565640223011e+01,0
1.657999999762e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244632969486e-01,4.247986333728e-01,0.000000000000e+00,-9.978634741969e-05,-9.978634741969e-05,-9.978634739127e-05,4.247986613180e-01,0,0,0,0,1.260713162753e+01,0
1.658399999762e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244637401801e-01,4.247689999342e-01,0.000000000000e+00,-9.934251536947e-05,-9.934251536947e-05,-9.934251534105e-05,4.247690253729e-01,0,0,0,0,9.591089539296e+00,0
1.658799999761e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244641436571e-01,4.247420243048e-01,0.000000000000e+00,-9.901831936077e-05,-9.901831936077e-05,-9.901831936077e-05,4.247420474620e-01,0,0,0,0,6.628274794342e+00,0
1.659199999761e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244645109452e-01,4.247174681068e-01,0.000000000000e+00,-9.881129881251e-05,-9.881129881251e-05,-9.881129878409e-05,4.247174891871e-01,0,0,1,0,3.734694750006e+00,0
1.659599999761e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244648452899e-01,4.246951143426e-01,0.000000000000e+00,-9.871842317466e-05,-9.871842317466e-05,-9.871842314624e-05,4.246951335321e-01,0,0,1,0,9.229334872810e-01,0
1.659999999761e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244651496462e-01,4.246747654767e-01,0.000000000000e+00,-9.873621613110e-05,-9.873621613110e-05,-9.873621610268e-05,4.246747829451e-01,0,0,0,0,-1.797351058479e+00,0
1.660399999760e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244654267035e-01,4.246562416906e-01,0.000000000000e+00,-9.886086866118e-05,-9.886086866118e-05,-9.886086866118e-05,4.246562575923e-01,0,1,0,1,-4.418992737260e+00,0
1.660799999760e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244656789104e-01,4.246393792938e-01,0.000000000000e+00,-9.908832612382e-05,-9.908832612382e-05,-9.908832609540e-05,4.246393937693e-01,0,1,0,1,-6.936938221021e+00,0
1.661199999760e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244659084957e-01,4.246240292768e-01,0.000000000000e+00,-9.941437099314e-05,-9.941437099314e-05,-9.941437096472e-05,4.246240424540e-01,0,0,1,1,-9.347916903657e+00,0
1.661599999760e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244661174882e-01,4.246100559951e-01,0.000000000000e+00,-9.983468476094e-05,-9.983468476094e-05,-9.983468476094e-05,4.246100679905e-01,0,0,1,1,-1.165015385170e+01,0
1.661999999759e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244663077350e-01,4.245973359698e-01,0.000000000000e+00,-1.003449028758e-04,-1.003449028758e-04,-1.003449028758e-04,4.245973468893e-01,0,0,0,1,-1.384312066410e+01,0
1.662399999759e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244664809173e-01,4.245857567968e-01,0.000000000000e+00,-1.009406618380e-04,-1.009406618380e-04,-1.009406618095e-04,4.245857667370e-01,0,0,0,1,-1.592731967444e+01,0
1.662799999759e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244666385656e-01,4.245752161537e-01,0.000000000000e+00,-1.016176357496e-04,-1.016176357496e-04,-1.016176357496e-04,4.245752252023e-01,0,0,0,1,-1.790409745649e+01,0
1.663199999759e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244667820733e-01,4.245656208951e-01,0.000000000000e+00,-1.023715650206e-04,-1.023715650206e-04,-1.023715650206e-04,4.245656291321e-01,0,0,1,1,-1.977548404763e+01,0
1.663599999758e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244669127084e-01,4.245568862298e-01,0.000000000000e+00,-1.031982846200e-04,-1.031982846200e-04,-1.031982846200e-04,4.245568937281e-01,0,0,1,1,-2.154405473220e+01,0
1.663999999758e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244670316257e-01,4.245489349717e-01,0.000000000000e+00,-1.040937413279e-04,-1.040937413279e-04,-1.040937412995e-04,4.245489417974e-01,0,0,0,1,-2.321281157291e+01,0
1.664399999758e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244671398760e-01,4.245416968572e-01,0.000000000000e+00,-1.050540074630e-04,-1.050540074630e-04,-1.050540074345e-04,4.245417030707e-01,0,0,0,1,-2.478508222643e+01,0
1.664799999758e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244672384161e-01,4.245351079248e-01,0.000000000000e+00,-1.060752942408e-04,-1.060752942408e-04,-1.060752942124e-04,4.245351135811e-01,0,0,0,1,-2.626443384608e+01,0
1.665199999757e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244673281168e-01,4.245291099497e-01,0.000000000000e+00,-1.071539590214e-04,-1.071539590214e-04,-1.071539589930e-04,4.245291150987e-01,0,0,1,0,-2.765460015104e+01,0
1.665599999757e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244674097711e-01,4.245236499291e-01,0.000000000000e+00,-1.082865108799e-04,-1.082865108799e-04,-1.082865108515e-04,4.245236546163e-01,0,0,1,0,-2.895941995656e+01,0
1.665999999757e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244674841004e-01,4.245186796142e-01,0.000000000000e+00,-1.094696138750e-04,-1.094696138750e-04,-1.094696138466e-04,4.245186838809e-01,0,0,0,0,-3.018278566693e+01,0
1.666399999757e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244675517619e-01,4.245141550833e-01,0.000000000000e+00,-1.107000879870e-04,-1.107000879870e-04,-1.107000879585e-04,4.245141589674e-01,0,0,0,0,-3.132860041580e+01,0
1.666799999756e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244676133536e-01,4.245100363545e-01,0.000000000000e+00,-1.119749090321e-04,-1.119749090321e-04,-1.119749090321e-04,4.245100398902e-01,0,0,0,0,-3.240074268492e+01,0
1.667199999756e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244676694198e-01,4.245062870313e-01,0.000000000000e+00,-1.132912058210e-04,-1.132912058210e-04,-1.132912057926e-04,4.245062902499e-01,0,0,1,0,-3.340303739383e+01,0
1.667599999756e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244677204562e-01,4.245028739821e-01,0.000000000000e+00,-1.146462606414e-04,-1.146462606414e-04,-1.146462606130e-04,4.245028769120e-01,0,0,1,0,-3.433923255450e+01,0
1.667999999756e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244677669138e-01,4.244997670465e-01,0.000000000000e+00,-1.160375027780e-04,-1.160375027780e-04,-1.160375027780e-04,4.244997697136e-01,0,0,0,0,-3.521298071600e+01,0
1.668399999756e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244678092033e-01,4.244969387693e-01,0.000000000000e+00,-1.174625053295e-04,-1.174625053295e-04,-1.174625053295e-04,4.244969411972e-01,0,0,0,0,-3.602782450380e+01,0
1.668799999755e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244678476986e-01,4.244943641578e-01,0.000000000000e+00,-1.189189817126e-04,-1.189189817126e-04,-1.189189817126e-04,4.244943663679e-01,0,0,0,0,-3.678718566128e+01,0
1.669199999755e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244678827400e-01,4.244920204608e-01,0.000000000000e+00,-1.204047781016e-04,-1.204047781016e-04,-1.204047780732e-04,4.244920224727e-01,0,0,1,0,-3.749435706309e+01,0
1.669599999755e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244679146372e-01,4.244898869676e-01,0.000000000000e+00,-1.219178697056e-04,-1.219178697056e-04,-1.219178697056e-04,4.244898887991e-01,0,0,1,0,-3.815249724670e+01,0
1.669999999755e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244679436723e-01,4.244879448253e-01,0.000000000000e+00,-1.234563569312e-04,-1.234563569312e-04,-1.234563569312e-04,4.244879464925e-01,0,0,0,0,-3.876462706327e+01,0
1.670399999754e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244705457183e-01,4.263123960330e-01,0.000000000000e+00,-1.247074487196e-04,-1.247074487196e-04,-1.247074487480e-04,4.263125495210e-01,0,1,0,1,-2.384616322215e+01,0
1.670799999754e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244729802207e-01,4.261496352726e-01,0.000000000000e+00,-1.254024593607e-04,-1.254024593607e-04,-1.254024593607e-04,4.261497749943e-01,0,1,0,1,-1.134785157762e+01,0
1.671199999754e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244751963723e-01,4.260014724546e-01,0.000000000000e+00,-1.256485320482e-04,-1.256485320482e-04,-1.256485320198e-04,4.260015996447e-01,0,0,1,1,-1.336939179440e+00,0
1.671599999754e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244772137569e-01,4.258665982956e-01,0.000000000000e+00,-1.255379329450e-04,-1.255379329450e-04,-1.255379329166e-04,4.258667140781e-01,0,0,1,1,6.540357155013e+00,0
1.671999999753e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244790502018e-01,4.257438209415e-01,0.000000000000e+00,-1.251496767338e-04,-1.251496767338e-04,-1.251496767338e-04,4.257439263395e-01,0,0,0,1,1.259359043240e+01,0
1.672399999753e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244807219354e-01,4.256320554350e-01,0.000000000000e+00,-1.245511971035e-04,-1.245511971035e-04,-1.245511970751e-04,4.256321513799e-01,0,0,0,1,1.709324595893e+01,0
1.672799999753e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244822437306e-01,4.255303141280e-01,0.000000000000e+00,-1.237998095291e-04,-1.237998095291e-04,-1.237998095007e-04,4.255304014677e-01,0,0,0,1,2.027532645549e+01,0
1.673199999753e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244836290354e-01,4.254376979545e-01,0.000000000000e+00,-1.229440113661e-04,-1.229440113661e-04,-1.229440113661e-04,4.254377774607e-01,0,0,1,1,2.234542253036e+01,0
1.673599999752e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244848900914e-01,4.253533884850e-01,0.000000000000e+00,-1.220246230673e-04,-1.220246230673e-04,-1.220246230673e-04,4.253534608604e-01,0,0,1,1,2.348232456162e+01,0
1.673999999752e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244860380426e-01,4.252766406948e-01,0.000000000000e+00,-1.210757924923e-04,-1.210757924923e-04,-1.210757924639e-04,4.252767065788e-01,0,0,0,1,2.384122605589e+01,0
1.674399999752e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244870830332e-01,4.252067763801e-01,0.000000000000e+00,-1.201258851324e-04,-1.201258851324e-04,-1.201258851040e-04,4.252068363550e-01,0,0,0,1,2.355656322219e+01,0
1.674799999752e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244880342977e-01,4.251431781649e-01,0.000000000000e+00,-1.191982768205e-04,-1.191982768205e-04,-1.191982768205e-04,4.251432327606e-01,0,0,0,1,2.274453069670e+01,0
1.675199999751e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244889002424e-01,4.250852840453e-01,0.000000000000e+00,-1.183120015185e-04,-1.183120015185e-04,-1.183120015185e-04,4.250853337444e-01,0,0,1,0,2.150530908090e+01,0
1.675599999751e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244896885196e-01,4.250325824235e-01,0.000000000000e+00,-1.174823805172e-04,-1.174823805172e-04,-1.174823804888e-04,4.250326276651e-01,0,0,1,0,1.992503612563e+01,0
1.675999999751e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244904060952e-01,4.249846075865e-01,0.000000000000e+00,-1.167215396549e-04,-1.167215396549e-04,-1.167215396549e-04,4.249846487704e-01,0,0,0,0,1.807754996027e+01,0
1.676399999751e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244910593105e-01,4.249409355909e-01,0.000000000000e+00,-1.160388738981e-04,-1.160388738981e-04,-1.160388738981e-04,4.249409730811e-01,0,0,0,0,1.602592970840e+01,0
